name,region,serial,rom_name,rom_size,rom_crc,rom_md5,rom_sha1,rom_serial,quantity
"Headhunter (Europe) (En,Fr,De,Es) (Disc 2)",Europe,MK-51041-50-1,,,,,,,0
Heartbreak Diary (Japan),Japan,PICL-7501,,,,,,,0
"Heavy Metal - Geomatrix (Europe) (En,Fr,De,Es)",Europe,T-46602D-50,,,,,,,0
Heavy Metal - Geomatrix (Japan),Japan,T-1246M,,,,,,,0
Heavy Metal - Geomatrix (USA),USA,T-1223N,,,,,,,0
Heisei Mahjong-sou (Japan),Japan,T-2202M,,,,,,,0
Heisei Mahjong-sou (Japan),Japan,T-2203M,,,,,,,0
Hello Kitty no Dream Passport 2 (Japan),Japan,610-7349,,,,,,,0
Hello Kitty no Garden Panic (Japan),Japan,610-7381,,,,,,,0
Hello Kitty no Lovely Fruit Park (Japan),Japan,HDR-0055,,,,,,,0
Hello Kitty no Magical Block (Japan),Japan,HDR-0070,,,,,,,0
Hello Kitty no Otonaru Mail (Japan),Japan,HDR-0065,,,,,,,0
Hello Kitty no Waku Waku Cookies (Japan),Japan,HDR-0090,,,,,,,0
Hermes (Europe),Europe,,,,,,,,0
"Hidden & Dangerous (Europe) (En,Fr,De,Es)",Europe,T-40503D-50,,,,,,,0
Hidden & Dangerous (USA),USA,T-40502N,,,,,,,0
Himitsu - Original Sound Track (Japan),Japan,WPCV-10045,,,,,,,0
Himitsu - Yui ga Ita Natsu (Japan),Japan,T-46101M,,,,,,,0
"House of the Dead 2, The (Europe) (En,Fr,De,Es)",Europe,MK-51002-50,,,,,,,0
"House of the Dead 2, The (Japan)",Japan,HDR-0007,,,,,,,0
"House of the Dead 2, The (Japan)",Japan,HDR-0011,,,,,,,0
"House of the Dead 2, The (Japan) (Rev A)",Japan,HDR-0007,,,,,,,0
"House of the Dead 2, The (Japan, Europe) (Taikenban)",Japan,610-7118,,,,,,,0
"House of the Dead 2, The (USA)",USA,51002,,,,,,,0
Hoyle Casino (USA),USA,T-11008N,,,,,,,0
Hundred Swords (Japan),Japan,HDR-0124,,,,,,,0
Hundred Swords (Japan) (@barai),Japan,HDR-0127,,,,,,,0
Hydro Thunder (Europe),Europe,T-9702D-50,,,,,,,0
Hydro Thunder (Europe),Europe,T-9702D-51,,,,,,,0
Hydro Thunder (USA),USA,T-9702N,,,,,,,0
Hydro Thunder (USA) (Rev 1),USA,T-9702N,,,,,,,0
Idol Janshi o Tsukucchaou (Japan),Japan,T-5703M,,,,,,,0
Ikaruga (Japan),Japan,T-38706M,,,,,,,0
"Illbleed (Japan) (En,Ja)",Japan,T-45601M,,,,,,,0
Illbleed (Taiwan),Taiwan,T-45601M-11,,,,,,,0
Illbleed (USA),USA,T-46001N,,,,,,,0
Imakoso!! Dreamcast with Special GD!! (Japan),Japan,610-7993,,,,,,,0
Imperial no Taka - Fighter of Zero (Japan),Japan,T-43501M,,,,,,,0
"Incoming (Europe) (En,Fr,De,Es,It)",Europe,T-40701D-50,,,,,,,0
Incoming (USA),USA,T-12503N,,,,,,,0
Incoming - Jinrui Saishuu Kessen (Japan) (Rev A),Japan,T-15001M,,,,,,,0
Industrial Spy - Operation Espionage (USA),USA,T-41302N,,,,,,,0
Inhabitants (USA),USA,,,,,,,,0
Inoue Ryouko - Last Scene (Japan),Japan,T-19506M,,,,,,,0
Inoue Ryouko - Roommate (Japan),Japan,T-19505M,,,,,,,0
Interlude (Japan),Japan,T-20117M,,,,,,,0
Interlude (Japan),Japan,T-20127M,,,,,,,0
Internet Browser V3.0 for Dreamcast (USA),USA,T-31901N,,,,,,,0
"Intrepid Izzy (USA, Japan)",USA,,,,,,,,0
Irides - Master of Blocks (USA),USA,,,,,,,,0
Iris (Japan),Japan,T-19722M,,,,,,,0
Iron Aces (Europe),Europe,T-44904D-50,,,,,,,0
Iron Aces (USA),USA,T-15129N,,,,,,,0
Izumo (Japan),Japan,T-46902M,,,,,,,0
J.League Pro Soccer Club o Tsukurou! (Japan),Japan,HDR-0028,,,,,,,0
J.League Pro Soccer Club o Tsukurou! Tokusei Otanoshimi File Download Disc (Japan),Japan,610-7383,,,,,,,0
J.League Spectacle Soccer (Japan),Japan,HDR-0154,,,,,,,0
JRA PAT for Dreamcast V40 L10 (Japan),Japan,T-42501M,,,,,,,0
JRA PAT for Dreamcast V40 L11 (Japan),Japan,T-42501M,,,,,,,0
JRA PAT for Dreamcast V40 L12 (Japan),Japan,T-42501M,,,,,,,0
JRA PAT for Dreamcast V50 L10 (Japan),Japan,HDR-0204,,,,,,,0
Jahmong (Japan),Japan,T-43401M,,,,,,,0
"Jeremy McGrath Supercross 2000 (Europe) (En,Fr,De)",Europe,T-8114D-50,,,,,,,0
Jeremy McGrath Supercross 2000 (USA),USA,T-8104N,,,,,,,0
Jet Coaster Dream (Japan),Japan,T-40902M,,,,,,,0
Jet Coaster Dream 2 (Japan),Japan,T-41201M,,,,,,,0
Jet Grind Radio (USA),USA,51058,,,,,,,0
Jet Grind Radio (USA),USA,51084,,,,,,,0
"Jet Set Radio (Europe) (En,Fr,De,Es)",Europe,MK-51058-50,,,,,,,0
Jet Set Radio (Japan),Japan,HDR-0078,,,,,,,0
Jikkyou Powerful Pro Yakyuu - Dreamcast Edition (Japan),Japan,T-9507M,,,,,,,0
"Jimmy White's 2 - Cueball (Europe) (En,Fr,De,Es,It)",Europe,T-7001D-50,,,,,,,0
Jinsei Game for Dreamcast (Japan),Japan,T-10301M,,,,,,,0
Jissen Pachi-Slot Hisshouhou! @ VP@CHI - Kongdom (Japan),Japan,T-18801M,,,,,,,0
JoJo's Bizarre Adventure (Europe),Europe,T-7007D-50,,,,,,,0
JoJo's Bizarre Adventure (USA),USA,T-1206N,,,,,,,0
Jojo no Kimyou na Bouken - Mirai e no Isan (Japan),Japan,T-1205M,,,,,,,0
Jojo no Kimyou na Bouken - Mirai e no Isan (Japan) (Tentou Taikenban),Japan,610-7357,,,,,,,0
Jojo no Kimyou na Bouken - Mirai e no Isan for Matching Service (Japan),Japan,T-1231M,,,,,,,0
July (Japan),Japan,T-35401M,,,,,,,0
July (Japan) (Rev A),Japan,T-35401M,,,,,,,0
KISS Psycho Circus - The Nightmare Child (Europe),Europe,T-40506D-50,,,,,,,0
KISS Psycho Circus - The Nightmare Child (USA),USA,T-41901N,,,,,,,0
Kaen Seibo - The Virgin on Megiddo (Japan) (Disc 1),Japan,T-42802M,,,,,,,0
Kaen Seibo - The Virgin on Megiddo (Japan) (Disc 1),Japan,T-42802M-0,,,,,,,0
Kaen Seibo - The Virgin on Megiddo (Japan) (Disc 2),Japan,T-42802M,,,,,,,0
Kaen Seibo - The Virgin on Megiddo (Japan) (Disc 2),Japan,T-42802M-1,,,,,,,0
Kaitou Apricot (Japan),Japan,T-37910M,,,,,,,0
Kanon (Japan),Japan,T-20105M,,,,,,,0
"Kao the Kangaroo (Europe) (En,Fr,De,Es,It)",Europe,T-22902D-50,,,,,,,0
"Kao the Kangaroo (USA) (En,Es)",USA,T-22903N,,,,,,,0
Karat DC-you - Pro Action Replay (Japan),Japan,,,,,,,,0
Karat DC-you - Pro Action Replay 2 (Japan),Japan,KRT-DCPAR2,,,,,,,0
Karat DC-you - Pro Action Replay DC PAR - Sampler - Nyuumon-hen (Japan),Japan,KRT-SDC01,,,,,,,0
Karous (Japan),Japan,T-47803M,,,,,,,0
Kaze no Uta (Japan),Japan,T-47501M,,,,,,,0
Kidou Senkan Nadesico - Nadesico the Mission (Japan),Japan,T-27901M,,,,,,,0
Kidou Senshi Gundam - Gihren no Yabou - Zeon no Keifu (Japan) (Disc 1) (Earth Federation Disc),Japan,T-13305M,,,,,,,0
Kidou Senshi Gundam - Gihren no Yabou - Zeon no Keifu (Japan) (Disc 1) (Earth Federation Disc),Japan,T-13305M-0,,,,,,,0
Kidou Senshi Gundam - Gihren no Yabou - Zeon no Keifu (Japan) (Disc 2) (Zeon Disc),Japan,T-13305M,,,,,,,0
Kidou Senshi Gundam - Gihren no Yabou - Zeon no Keifu (Japan) (Disc 2) (Zeon Disc),Japan,T-13305M-1,,,,,,,0
Kidou Senshi Gundam - Renpou vs. Zeon & DX (Japan) (Disc 1) (Kidou Senshi Gundam - Renpou vs. Zeon),Japan,T-13306M,,,,,,,0
Kidou Senshi Gundam - Renpou vs. Zeon & DX (Japan) (Disc 1) (Kidou Senshi Gundam - Renpou vs. Zeon),Japan,T-13306M-0,,,,,,,0
Kidou Senshi Gundam - Renpou vs. Zeon & DX (Japan) (Disc 2) (Kidou Senshi Gundam - Renpou vs. Zeon DX),Japan,T-13306M,,,,,,,0
Kidou Senshi Gundam - Renpou vs. Zeon & DX (Japan) (Disc 2) (Kidou Senshi Gundam - Renpou vs. Zeon DX),Japan,T-13306M-1,,,,,,,0
Kimi ga Nozomu Eien (Japan),Japan,T-47102M,,,,,,,0
Kindan no Pet - Seaman - Gasse Hakase no Jikken-tou (Japan),Japan,T-39402M,,,,,,,0
Kindan no Pet - Seaman - Gasse Hakase no Jikken-tou (Japan) (2001-nen Taiouban),Japan,T-39405M,,,,,,,0
Kindan no Pet - Seaman - Gasse Hakase no Jikken-tou (Japan) (Rev A),Japan,T-39401M,,,,,,,0
"King of Fighters '99, The - Evolution (Japan)",Japan,T-3102M,,,,,,,0
"King of Fighters 2000, The (Japan)",Japan,T-47303M,,,,,,,0
"King of Fighters 2001, The (Japan)",Japan,T-47304M,,,,,,,0
"King of Fighters 2002, The (Japan) (En,Ja)",Japan,T-47305M,,,,,,,0
"King of Fighters, The - Dream Match 1999 (Japan) (En,Ja,Es,Pt)",Japan,T-3101M,,,,,,,0
"King of Fighters, The - Dream Match 1999 (USA) (En,Ja,Es,Pt)",USA,T-3101N,,,,,,,0
"King of Fighters, The - Evolution (USA) (En,Ja,Es,Pt)",USA,T-44302N,,,,,,,0
Kita e. Photo Memories (Japan),Japan,T-14306M,,,,,,,0
Kita e. White Illumination (Japan),Japan,T-14301M,,,,,,,0
Kita e. White Illumination - Pure Songs and Pictures (Japan),Japan,ZMCZ-656,,,,,,,0
Kitahei Gold (Japan),Japan,T-39801M,,,,,,,0
Kiteretsu Boy's Gangagan (Japan),Japan,HDR-0064,,,,,,,0
Konohana - True Report (Japan),Japan,T-9905M,,,,,,,0
Konohana 2 - Todokanai Requiem (Japan),Japan,T-9906M,,,,,,,0
Kuon no Kizuna - Sairinshou (Japan),Japan,T-36701M,,,,,,,0
Kuon no Kizuna - Sairinshou (Japan) (Rev A),Japan,T-36701M,,,,,,,0
L.O.L. - Lack of Love (Japan),Japan,T-2106M,,,,,,,0
Lake Masters Pro - Dreamcast Plus! (Japan),Japan,T-42401M,,,,,,,0
Langrisser Millennium (Japan),Japan,T-2501M,,,,,,,0
"Last Blade 2, The - Heart of the Samurai (USA)",USA,T-44305N,,,,,,,0
Last Hope (Europe),Europe,NGDT-DC-300J,,,,,,,0
Last Hope - Pink Bullets (Europe),Europe,LHPBRE2-DC,,,,,,,0
"Le Mans 24 Hours (Europe) (En,Fr,De,Es,It)",Europe,952-0103-50,,,,,,,0
"Le Mans 24 Hours (Europe) (En,Fr,De,Es,It)",Europe,T-15111D-50,,,,,,,0
Le Mans 24 Hours (Japan),Japan,HDR-0149,,,,,,,0
Legacy of Kain - Soul Reaver (Europe),Europe,952-0038-05,,,,,,,0
Legacy of Kain - Soul Reaver (Europe),Europe,T-36803D-05,,,,,,,0
Legacy of Kain - Soul Reaver (France),France,T-36803D-09,,,,,,,0
Legacy of Kain - Soul Reaver (Germany),Germany,T-36803D-18,,,,,,,0
Legacy of Kain - Soul Reaver (Italy),Italy,T-36803D-13,,,,,,,0
Legacy of Kain - Soul Reaver (Spain),Spain,T-36803D-06,,,,,,,0
Legacy of Kain - Soul Reaver (USA),USA,T-36802N,,,,,,,0
Leona's Tricky Adventures (Europe),Europe,,,,,,,,0
"Looney Tunes - Space Race (Europe) (En,Fr,De,Es,It,Nl)",Europe,T-15108D-50,,,,,,,0
"Looney Tunes - Space Race (USA) (En,Fr,Es)",USA,T-15116N,,,,,,,0
Love Hina - Smile Again (Japan),Japan,HDR-0139,,,,,,,0
Love Hina - Totsuzen no Engage Happening (Japan),Japan,HDR-0102,,,,,,,0
Love Hina - Totsuzen no Engage Happening (Japan),Japan,HDR-0112,,,,,,,0
MDK2 (Europe) (Beta),Europe,952-0049-50,,,,,,,0
"MDK2 (Europe) (En,Fr,De,Es,It)",Europe,T-12501D-50,,,,,,,0
MDK2 (USA),USA,T-12502N,,,,,,,0
MP3 DC - Use MP3 Audio CD's on Your Dreamcast (Europe),Europe,,,,,,,,0
MP3 DC - Use MP3 Audio CD's on Your Dreamcast (USA),USA,,,,,,,,0
MP3 DC - Use MP3 Audio CD's on Your Dreamcast (USA) (Pelican Accessories),USA,,,,,,,,0
"MSR - Metropolis Street Racer (Europe) (En,Fr,De,Es)",Europe,952-0042-50,,,,,,,0
"MSR - Metropolis Street Racer (Europe) (En,Fr,De,Es)",Europe,MK-51022-50,,,,,,,0
"MSR - Metropolis Street Racer (Europe) (En,Fr,De,Es) (Rev A)",Europe,MK-51022-50,,,,,,,0
MSR - Metropolis Street Racer (USA),USA,51012,,,,,,,0
MSR Opel Challenge (Europe) (Beta),Europe,952-0081-50,,,,,,,0
MTV Sports - Skateboarding featuring Andy Macdonald (Europe),Europe,T-10001D-50,,,,,,,0
MTV Sports - Skateboarding featuring Andy Macdonald (USA),USA,T-10004N,,,,,,,0
Maboroshi Tsukiyo (Japan),Japan,T-4401M,,,,,,,0
Maboroshi Tsukiyo (Japan) (Taikenban),Japan,610-7186,,,,,,,0
Macross M3 (Japan),Japan,T-21501M,,,,,,,0
Macross M3 (Japan),Japan,T-21502M,,,,,,,0
"MagForce Racing (Europe) (En,Fr,De,Es,It)",Europe,T-40207D-50,,,,,,,0
"MagForce Racing (USA) (En,Fr,De,Es,It)",USA,T-40208N,,,,,,,0
Magic - The Gathering (Japan),Japan,HDR-0116,,,,,,,0
"Magic Pockets (USA, Japan)",USA,,,,,,,,0
Mahjong Taikai II Special (Japan),Japan,T-7601M,,,,,,,0
Majo no Ochakai (Japan),Japan,T-20124M,,,,,,,0
Majo no Ochakai (Japan),Japan,T-20126M,,,,,,,0
"Maken X (Europe) (En,Fr,De,Es)",Europe,MK-51050-50,,,,,,,0
Maken X (Japan),Japan,T-14401M,,,,,,,0
Maken X (USA),USA,51050,,,,,,,0
Maqiupai (USA),USA,,,,,,,,0
Margi - Marginal (Japan),Japan,T-46514M,,,,,,,0
Marie & Elie no Atelier - Salburg no Renkinjutsushi 1 & 2 (Japan) (Game Disc),Japan,T-44701M,,,,,,,0
Marie & Elie no Atelier - Salburg no Renkinjutsushi 1 & 2 (Japan) (Game Disc) (Rev A),Japan,T-44701M,,,,,,,0
Marie & Elie no Atelier - Salburg no Renkinjutsushi 1 & 2 (Japan) (Omake Disc),Japan,T-44701M,,,,,,,0
Marie & Elie no Atelier - Salburg no Renkinjutsushi 1 & 2 (Japan) (Omake Disc) (Rev A),Japan,T-44701M,,,,,,,0
Marionette Company (Japan),Japan,T-5201M,,,,,,,0
Marionette Company 2 Chu! (Japan),Japan,T-5203M,,,,,,,0
Marionette Handler (Japan),Japan,T-2201M,,,,,,,0
Marionette Handler 2 (Japan),Japan,T-2204M,,,,,,,0
"Mars Matrix (Japan) (En,Ja)",Japan,T-1238M,,,,,,,0
Mars Matrix (USA),USA,T-1221N,,,,,,,0
Marvel vs. Capcom - Clash of Super Heroes (Europe),Europe,T-7002D-50,,,,,,,0
Marvel vs. Capcom - Clash of Super Heroes (Japan),Japan,T-1202M,,,,,,,0
Marvel vs. Capcom - Clash of Super Heroes (Japan) (Tentou Taikenban),Japan,610-7121,,,,,,,0
Marvel vs. Capcom - Clash of Super Heroes (USA),USA,T-1202N,,,,,,,0
Marvel vs. Capcom 2 (USA),USA,T-1212N,,,,,,,0
Marvel vs. Capcom 2 - New Age of Heroes (Europe),Europe,T-7010D-50,,,,,,,0
Marvel vs. Capcom 2 - New Age of Heroes (Japan),Japan,T-1215M,,,,,,,0
Marvel vs. Capcom 2 - New Age of Heroes (Japan) (Tentou Taikenban),Japan,610-7807,,,,,,,0
Mat Hoffman's Pro BMX (USA),USA,T-13005N,,,,,,,0
Max Steel - Covert Missions (USA),USA,T-41402N,,,,,,,0
Maximum Pool (USA),USA,T-11002N,,,,,,,0
Mei Puru (Japan),Japan,T-46510M,,,,,,,0
Memories Off 2nd (Japan),Japan,T-19708M,,,,,,,0
Memories Off 2nd - Making Disc (Japan),Japan,T-19708M,,,,,,,0
Memories Off 2nd - Promotion Disc (Japan),Japan,T-19705M,,,,,,,0
Memories Off Complete (Japan),Japan,T-19702M,,,,,,,0
Mercurius Pretty - End of the Century (Japan),Japan,T-20103M,,,,,,,0
Metal Wolf (Japan),Japan,T-46506M,,,,,,,0
Microsoft WebTV Setsuzoku Kit (Japan),Japan,610-7117,,,,,,,0
Microsoft WebTV Setsuzoku Kit (Japan) (128bit SSL Taiouban),Japan,610-7390,,,,,,,0
Microsoft WebTV Setsuzoku Kit (Japan) (128bit SSL Taiouban),Japan,610-7391,,,,,,,0
Midway's Greatest Arcade Hits - Volume 1 (Europe),Europe,830-0142-50,,,,,,,0
Midway's Greatest Arcade Hits - Volume 1 (Europe),Europe,T-9710D-50,,,,,,,0
Midway's Greatest Arcade Hits - Volume 1 (USA),USA,T-9713N,,,,,,,0
Midway's Greatest Arcade Hits - Volume 2 (USA),USA,T-9714N,,,,,,,0
Milky Season (Japan),Japan,T-19713M,,,,,,,0
"Millennium Soldier - Expendable (Europe) (En,Fr,De,Es,It)",Europe,T-15101D-50,,,,,,,0
Miss Moonlight (Japan),Japan,T-18702M,,,,,,,0
Missing Parts - The Tantei Stories (Japan),Japan,T-36702M,,,,,,,0
Missing Parts 2 - The Tantei Stories (Japan),Japan,T-36703M,,,,,,,0
Missing Parts 3 - The Tantei Stories (Japan),Japan,T-36704M,,,,,,,0
Mizuiro (Japan),Japan,T-20114M,,,,,,,0
Mizuiro (Japan),Japan,T-20115M,,,,,,,0
"MoHo (Europe) (En,Fr,De)",Europe,T-40508D-50,,,,,,,0
Moekan (Japan),Japan,T-46515M,,,,,,,0
Moero! Justice Gakuen (Japan),Japan,T-1221M,,,,,,,0
Monaco Grand Prix (USA),USA,T-17701N,,,,,,,0
Monaco Grand Prix Racing Simulation 2 (Japan),Japan,T-17701M,,,,,,,0
Morita no Saikyou Reversi (Japan),Japan,T-39102M,,,,,,,0
Morita no Saikyou Reversi (Japan) (Tentou Taikenban),Japan,610-7132,,,,,,,0
Morita no Saikyou Shougi (Japan),Japan,T-39101M,,,,,,,0
Mortal Kombat Gold (Europe),Europe,T-9701D-50,,,,,,,0
Mortal Kombat Gold (Europe),Europe,T-9701D-61,,,,,,,0
Mortal Kombat Gold (USA),USA,T-9701N,,,,,,,0
Mortal Kombat Gold (USA) (Rev 1),USA,T-9701N,,,,,,,0
Motto Pro Yakyuu Team o Tsukurou! (Japan) (Rev A),Japan,HDR-0092,,,,,,,0
"Mr. Driller (Europe) (En,Fr,De,Es,It)",Europe,T-7020D-50,,,,,,,0
Mr. Driller (Japan),Japan,T-1402M,,,,,,,0
Mr. Driller (USA),USA,T-1402N,,,,,,,0
Ms. Pac-Man Maze Madness (USA),USA,T-1404N,,,,,,,0
Musapey's Choco Marker (Japan),Japan,T-23203M,,,,,,,0
My Merry May (Japan),Japan,T-19714M,,,,,,,0
My Merry Maybe (Japan) (Disc 1),Japan,T-19719M,,,,,,,0
My Merry Maybe (Japan) (Disc 1),Japan,T-19719M-0,,,,,,,0
My Merry Maybe (Japan) (Disc 2),Japan,T-19719M,,,,,,,0
My Merry Maybe (Japan) (Disc 2),Japan,T-19719M-1,,,,,,,0
"NBA 2K (Europe) (En,Fr,De,Es)",Europe,952-0036-50,,,,,,,0
"NBA 2K (Europe) (En,Fr,De,Es)",Europe,MK-51004-53,,,,,,,0
NBA 2K (Japan),Japan,HDR-0069,,,,,,,0
NBA 2K (USA),USA,51004,,,,,,,0
NBA 2K1 (Japan),Japan,HDR-0150,,,,,,,0
NBA 2K1 (USA),USA,51063,,,,,,,0
NBA 2K2 (Europe),Europe,MK-51178-50,,,,,,,0
NBA 2K2 (Japan),Japan,HDR-0197,,,,,,,0
NBA 2K2 (USA),USA,51178,,,,,,,0
"NBA Hoopz (Europe) (En,Fr,De)",Europe,T-9713D-50,,,,,,,0
NBA Hoopz (USA),USA,T-9709N,,,,,,,0
NBA Showtime - NBA on NBC (Europe),Europe,T-9705D-50,,,,,,,0
NCAA College Football 2K2 - Road to the Rose Bowl (USA),USA,51176,,,,,,,0
NFL 2K (Japan),Japan,HDR-0058,,,,,,,0
NFL 2K (Japan),Japan,HDR-0141,,,,,,,0
NFL 2K (USA),USA,51003,,,,,,,0
NFL 2K1 (Japan),Japan,HDR-0144,,,,,,,0
"NFL 2K1 (USA, Canada)",USA,51062,,,,,,,0
"NFL 2K1 (USA, Canada)",USA,51069,,,,,,,0
NFL 2K2 (Japan),Japan,HDR-0196,,,,,,,0
NFL 2K2 (USA),USA,51168,,,,,,,0
NFL Blitz 2000 (Europe),Europe,830-0052-50,,,,,,,0
NFL Blitz 2000 (Europe),Europe,T-9703D-50,,,,,,,0
NFL Blitz 2000 (USA),USA,T-9703N,,,,,,,0
NFL Blitz 2000 (USA) (Rev 1),USA,T-9703N,,,,,,,0
NFL Blitz 2001 (USA),USA,T-9712N,,,,,,,0
NFL QB Club 2001 (USA),USA,T-8115N,,,,,,,0
NFL Quarterback Club 2000 (Europe),Europe,T-8102D-18,,,,,,,0
NFL Quarterback Club 2000 (Europe),Europe,T-8102D-50,,,,,,,0
NFL Quarterback Club 2000 (USA),USA,T-8101N,,,,,,,0
NHL 2K (Europe),Europe,MK-51025-50,,,,,,,0
NHL 2K (USA),USA,51025,,,,,,,0
NHL 2K2 (Japan),Japan,HDR-0199,,,,,,,0
