name,region,serial,rom_name,rom_size,rom_crc,rom_md5,rom_sha1,rom_serial,quantity
Super Runabout - San Francisco Edition (Europe),Europe,952-0121-50,,,,,,,0
Super Runabout - San Francisco Edition (Europe),Europe,T-7014D-50,,,,,,,0
Super Runabout - San Francisco Edition (Japan),Japan,T-22102M,,,,,,,0
Super Runabout - San Francisco Edition (USA),USA,T-12511N,,,,,,,0
Super Speed Racing (Japan),Japan,HDR-0013,,,,,,,0
Super Street Fighter II X for Matching Service (Japan),Japan,T-1236M,,,,,,,0
Surf Rocket Racers (Europe),Europe,952-0124-50,,,,,,,0
Surf Rocket Racers (Europe),Europe,T-17721D-50,,,,,,,0
Surf Rocket Racers (USA),USA,T-40216N,,,,,,,0
"Suzuki Alstare - Extreme Racing (Europe) (En,Fr,De,Es,It)",Europe,T-17703D-50,,,,,,,0
"Suzuki Alstare - Extreme Racing (Europe) (En,Fr,De,Es,It)",Europe,T-17703D-74,,,,,,,0
Suzuki Alstare - Extreme Racing (USA),USA,T-17703N,,,,,,,0
Sweet Season (Japan),Japan,T-37911M,,,,,,,0
Sword of the Berserk - Guts' Rage (Europe),Europe,952-0058-05,,,,,,,0
Sword of the Berserk - Guts' Rage (Europe),Europe,T-36807D-50,,,,,,,0
Sword of the Berserk - Guts' Rage (USA),USA,T-36805N,,,,,,,0
Sydney 2000 (Australia),Australia,T-36808D-03,,,,,,,0
Sydney 2000 (Europe),Europe,T-36808D-05,,,,,,,0
Sydney 2000 (France),France,T-36808D-09,,,,,,,0
Sydney 2000 (Germany),Germany,T-36808D-18,,,,,,,0
Sydney 2000 (Italy),Italy,T-36808D-13,,,,,,,0
Sydney 2000 (Japan),Japan,T-1237M,,,,,,,0
Sydney 2000 (Spain),Spain,T-36808D-06,,,,,,,0
Sydney 2000 (USA),USA,T-36808N,,,,,,,0
TNN Motorsports Hardcore Heat (USA),USA,T-13701N,,,,,,,0
Taisen Net Gimmick - Capcom & Psikyo All Stars (Japan),Japan,T-1248M,,,,,,,0
Tako no Marine (Japan),Japan,T-5204M,,,,,,,0
Tamakyuu (Japan),Japan,T-20133M,,,,,,,0
Tanaka Torahiko no Ultra-ryuu Shougi - Ibisha Anaguma-hen (Japan),Japan,T-22001M,,,,,,,0
Tantei Shinshi Dash! (Japan),Japan,T-44403M,,,,,,,0
Tantei Shinshi Dash! (Japan) (Rev A),Japan,T-44401M,,,,,,,0
Taxi 2 - Le Jeu (France),France,T-17708D-09,,,,,,,0
Tech Romancer (Europe),Europe,T-7009D-50,,,,,,,0
Tech Romancer (USA),USA,T-1208N,,,,,,,0
Tee Off (Europe),Europe,T-8108D-50,,,,,,,0
Tee Off (USA),USA,T-8108N,,,,,,,0
"Tennis 2K2 (USA) (En,Ja,Fr,De,Es) (Rev A)",USA,51186,,,,,,,0
"Tenohira o, Taiyou ni (Japan)",Japan,T-46516M,,,,,,,0
Tentama - 1st Sunny Side (Japan),Japan,T-19710M,,,,,,,0
Test Drive 6 (USA),USA,T-15102N,,,,,,,0
"Test Drive Le Mans (USA) (En,Fr,Es)",USA,T-15123N,,,,,,,0
"Test Drive V-Rally (USA) (En,Fr,De)",USA,T-15110N,,,,,,,0
Tetris 4D (Japan),Japan,T-20801M,,,,,,,0
"Time Stalkers (Europe) (En,Fr,De,Es)",Europe,MK-51011-50,,,,,,,0
Time Stalkers (USA),USA,51011,,,,,,,0
Tokusatsu Bouken Katsugeki Super Hero Retsuden (Japan),Japan,T-20601M,,,,,,,0
Tokyo Bus Guide (Japan),Japan,T-35402M,,,,,,,0
Tokyo Bus Guide (Japan) (Rev A),Japan,T-35402M,,,,,,,0
Tokyo Bus Guide - Bijin Bus Guide Tenjou Disc (Japan),Japan,T-35404M,,,,,,,0
Tokyo Highway Challenge (Europe),Europe,T-40201D-50,,,,,,,0
Tokyo Highway Challenge 2 (Europe),Europe,T-40210D-50,,,,,,,0
Tokyo Xtreme Racer (USA),USA,T-40202N,,,,,,,0
Tokyo Xtreme Racer 2 (USA),USA,T-40211N,,,,,,,0
Tom Clancy's Rainbow Six - Rogue Spear + Mission Pack - Urban Operations (Europe),Europe,T-45002D-05,,,,,,,0
Tom Clancy's Rainbow Six - Rogue Spear + Mission Pack - Urban Operations (Europe),Europe,T-45002D-61,,,,,,,0
Tom Clancy's Rainbow Six - Rogue Spear + Mission Pack - Urban Operations (France),France,T-45002D-09,,,,,,,0
Tom Clancy's Rainbow Six - Rogue Spear + Mission Pack - Urban Operations (Germany),Germany,PT-45002D-18,,,,,,,0
Tom Clancy's Rainbow Six - Rogue Spear + Mission Pack - Urban Operations (Germany),Germany,T-45002D-18,,,,,,,0
Tom Clancy's Rainbow Six - Rogue Spear + Mission Pack - Urban Operations (USA),USA,T-40402N,,,,,,,0
Tom Clancy's Rainbow Six incl. Eagle Watch Missions (Europe),Europe,T-45001D-05,,,,,,,0
Tom Clancy's Rainbow Six incl. Eagle Watch Missions (France),France,T-45001D-09,,,,,,,0
Tom Clancy's Rainbow Six incl. Eagle Watch Missions (Germany),Germany,T-45001D-18,,,,,,,0
Tom Clancy's Rainbow Six with Eagle Watch Missions (USA),USA,T-40401N,,,,,,,0
Tomb Raider - Die Chronik (Germany),Germany,T-36815D-18,,,,,,,0
Tomb Raider - La Revelation Finale (France),France,T-36804D-09,,,,,,,0
Tomb Raider - Sur les Traces de Lara Croft (France),France,T-36815D-09,,,,,,,0
Tomb Raider - The Last Revelation (Europe),Europe,T-36804D-05,,,,,,,0
Tomb Raider - The Last Revelation (Italy),Italy,T-36804D-13,,,,,,,0
Tomb Raider - The Last Revelation (Spain),Spain,T-36804D-06,,,,,,,0
Tomb Raider - The Last Revelation (USA),USA,T-36806N,,,,,,,0
Tomb Raider Chronicles (Europe),Europe,T-36815D-05,,,,,,,0
Tomb Raider Chronicles (Spain),Spain,T-36815D-06,,,,,,,0
Tomb Raider Chronicles (USA),USA,T-36812N,,,,,,,0
Tomb Raider Chronicles - La Leggenda di Lara Croft (Italy),Italy,T-36815D-13,,,,,,,0
Tomb Raider IV - The Last Revelation (Germany),Germany,T-36804D-18,,,,,,,0
Tomb Raider IV - The Last Revelation (Japan),Japan,T-1233M,,,,,,,0
Tony Hawk's Pro Skater (USA),USA,T-40205N,,,,,,,0
Tony Hawk's Pro Skater 2 (Europe),Europe,T-13008D-05,,,,,,,0
Tony Hawk's Pro Skater 2 (Germany),Germany,T-13008D-18,,,,,,,0
Tony Hawk's Pro Skater 2 (USA),USA,T-13006N,,,,,,,0
Tony Hawk's Skateboarding (Europe),Europe,T-40204D-50,,,,,,,0
"Totsugeki! Teketeke!! Toy Ranger (Japan) (En,Ja,Fr,Es)",Japan,HDR-0052,,,,,,,0
"Tough Guy (USA, Japan)",USA,,,,,,,,0
"Toy Commander (Europe) (En,Fr,De,Es)",Europe,MK-51020-50,,,,,,,0
"Toy Commander (USA) (En,Fr,De,Es)",USA,51020,,,,,,,0
"Toy Racer (Europe) (En,Fr,De,Es)",Europe,MK-51149-50,,,,,,,0
Treasure Strike (Japan),Japan,T-19701M,,,,,,,0
"TrickStyle (Europe) (En,Fr,De,Es,It)",Europe,T-8101D-18,,,,,,,0
"TrickStyle (Europe) (En,Fr,De,Es,It)",Europe,T-8101D-50,,,,,,,0
TrickStyle (USA),USA,T-8102N,,,,,,,0
Tricolore Crise (Japan),Japan,T-9104M,,,,,,,0
Tricolore Crise - Art Palette (Japan),Japan,610-7933,,,,,,,0
Triggerheart Exelica (Japan),Japan,T-29101M,,,,,,,0
Triggerheart Exelica (Japan),Japan,T-29102M,,,,,,,0
Trizeal (Japan),Japan,T-47901M,,,,,,,0
Tsuki wa Higashi ni Hi wa Nishi ni - Operation Sanctuary (Japan),Japan,T-47109M,,,,,,,0
Tsuushin Taisen Logic Battle - Daisessen (Japan),Japan,T-35403M,,,,,,,0
"Twinkle Star Sprites (Japan) (En,Ja,Es)",Japan,T-3103M,,,,,,,0
Typing of the Date (Japan),Japan,T-14307M,,,,,,,0
"Typing of the Dead, The (Japan)",Japan,HDR-0067,,,,,,,0
"Typing of the Dead, The (Japan)",Japan,HDR-0085,,,,,,,0
"Typing of the Dead, The (USA)",USA,51144,,,,,,,0
"UEFA Dream Soccer (Europe) (En,Fr,De,Es)",Europe,MK-51095-05,,,,,,,0
"UEFA Dream Soccer (France) (En,Fr,De,Es)",France,MK-51095-09,,,,,,,0
"UEFA Dream Soccer (Germany) (En,Fr,De,Es)",Germany,MK-51095-18,,,,,,,0
"UEFA Dream Soccer (Spain) (En,Fr,De,Es)",Spain,MK-51095-06,,,,,,,0
"UEFA Striker (Europe) (En,Fr,De,Es,It,Nl)",Europe,T-15102D-50,,,,,,,0
"UEFA Striker (Europe) (En,Fr,De,Es,It,Nl) (Beta)",Europe,,,,,,,,0
"US Shenmue (Japan) (En,Ja) (Disc 1)",Japan,HDR-0156,,,,,,,0
"US Shenmue (Japan) (En,Ja) (Disc 1)",Japan,HDR-0156-0,,,,,,,0
"US Shenmue (Japan) (En,Ja) (Disc 2)",Japan,HDR-0156,,,,,,,0
"US Shenmue (Japan) (En,Ja) (Disc 2)",Japan,HDR-0156-1,,,,,,,0
"US Shenmue (Japan) (En,Ja) (Disc 3)",Japan,HDR-0156,,,,,,,0
"US Shenmue (Japan) (En,Ja) (Disc 3)",Japan,HDR-0156-2,,,,,,,0
"US Shenmue (Japan) (En,Ja) (Shenmue Passport)",Japan,HDR-0156,,,,,,,0
Ultimate Cheats - Volume 2 (UK),,,,,,,,,0
Ultimate Fighting Championship (Europe),Europe,T-40203D-50,,,,,,,0
Ultimate Fighting Championship (Japan),Japan,T-1241M,,,,,,,0
Ultimate Fighting Championship (USA),USA,T-40204N,,,,,,,0
Under Defeat (Japan),Japan,T-46704M,,,,,,,0
Under Defeat (Japan),Japan,T-46705M,,,,,,,0
UnderCover AD2025 Kei (Japan),Japan,T-39001M,,,,,,,0
Unreal Tournament (Europe),Europe,T-15113D-50,,,,,,,0
"Unreal Tournament (USA) (En,Fr,De,Es,It)",USA,T-15125N,,,,,,,0
"Urban Chaos (Europe) (En,Fr)",Europe,T-36810D-50,,,,,,,0
"Urban Chaos (USA) (En,Fr)",USA,T-36810N,,,,,,,0
Utau - Tumbling Dice (Japan),Japan,T-23206M,,,,,,,0
Utau - Tumbling Dice (Japan),Japan,T-23207M,,,,,,,0
"V-Rally 2 - Expert Edition (Europe) (En,Fr,De)",Europe,T-15105D-50,,,,,,,0
Vampire Chronicle for Matching Service (Japan),Japan,T-1235M,,,,,,,0
"Vanishing Point (Europe) (En,Fr,De,Es,It)",Europe,T-8110D-50,,,,,,,0
Vanishing Point (USA),USA,T-8110N,,,,,,,0
Vermilion Desert (Japan),Japan,T-5302M,,,,,,,0
Vigilante 8 - 2nd Battle (Japan),Japan,T-36501M,,,,,,,0
Vigilante 8 - 2nd Offense (Europe),Europe,T-13002D-50,,,,,,,0
Vigilante 8 - 2nd Offense (USA),USA,T-13002N,,,,,,,0
"Virtua Athlete 2000 (USA) (En,Fr,De,Es)",USA,T-44301N,,,,,,,0
"Virtua Athlete 2K (Europe) (En,Fr,De,Es)",Europe,952-0076-50,,,,,,,0
"Virtua Athlete 2K (Europe) (En,Fr,De,Es)",Europe,MK-51094-50,,,,,,,0
Virtua Athlete 2K (Japan),Japan,HDR-0081,,,,,,,0
Virtua Cop 2 (Japan),Japan,HDR-0061,,,,,,,0
Virtua Fighter 3tb (Europe),Europe,MK-51001-53,,,,,,,0
Virtua Fighter 3tb (Japan),Japan,HDR-0002,,,,,,,0
Virtua Fighter 3tb (Japan) (Rev 1),Japan,HDR-0017,,,,,,,0
Virtua Fighter 3tb (USA),USA,51001,,,,,,,0
Virtua Fighter 4 Passport - VF.NET (Japan),Japan,610-8088,,,,,,,0
Virtua Fighter History-VF4 (Japan) (Alt),Japan,610-8087,,,,,,,0
"Virtua Striker 2 (USA) (En,Ja,De,Es)",USA,51028,,,,,,,0
Virtua Striker 2 Ver. 2000.1 (Europe) (Beta),Europe,952-0025-50,,,,,,,0
"Virtua Striker 2 Ver. 2000.1 (Europe) (En,Ja,Fr,De,Es)",Europe,MK-51028-50,,,,,,,0
"Virtua Striker 2 Ver. 2000.1 (Japan) (En,Ja,Fr,De,Es)",Japan,HDR-0045,,,,,,,0
Virtua Tennis (USA),USA,51054,,,,,,,0
Virtua Tennis - Sega Professional Tennis (Europe) (Beta),Europe,952-0069-50,,,,,,,0
"Virtua Tennis - Sega Professional Tennis (Europe) (En,Fr,De,Es)",Europe,MK-51054-50,,,,,,,0
"Virtua Tennis - Sega Professional Tennis (Europe) (En,Fr,De,Es) (Beta)",Europe,952-0075-50,,,,,,,0
"Virtua Tennis 2 - Sega Professional Tennis (Europe) (En,Fr,De,Es)",Europe,952-0168-50,,,,,,,0
"Virtua Tennis 2 - Sega Professional Tennis (Europe) (En,Fr,De,Es)",Europe,MK-51186-50,,,,,,,0
Visual Park (Japan),Japan,610-7801,,,,,,,0
"Volgarr the Viking (USA, Japan)",USA,,,,,,,,0
"Volgarr the Viking (USA, Japan) (Rev 1)",USA,,,,,,,,0
WWF Attitude (Germany),Germany,T-8103D-18,,,,,,,0
WWF Attitude (USA),USA,T-8103N,,,,,,,0
WWF Royal Rumble (Europe),Europe,830-0172-50,,,,,,,0
WWF Royal Rumble (Europe),Europe,T-10003D-50,,,,,,,0
WWF Royal Rumble (Japan),Japan,T-45101M,,,,,,,0
WWF Royal Rumble (USA),USA,T-10005N,,,,,,,0
"Wacky Races (Europe) (En,Fr,De,Es,It,Nl)",Europe,952-0064-50,,,,,,,0
"Wacky Races (Europe) (En,Fr,De,Es,It,Nl)",Europe,T-15106D-50,,,,,,,0
Wacky Races (USA),USA,T-15113N,,,,,,,0
"Walt Disney World Quest - Magical Racing Tour (Europe) (En,Fr,De,Es,It)",Europe,T-36809D-50,,,,,,,0
Walt Disney World Quest - Magical Racing Tour (USA),USA,T-36804N,,,,,,,0
Weakness Hero Torauman DC (Japan) (Game Disc),Japan,T-35405M,,,,,,,0
Weakness Hero Torauman DC (Japan) (Omake Disc),Japan,T-35405M,,,,,,,0
Web Browser (USA),USA,51027,,,,,,,0
Web Browser (USA) (Rev A),USA,51027,,,,,,,0
Web Browser 2.0 (USA),USA,51056,,,,,,,0
Web Browser 2.0 with SegaNet (USA),USA,51128,,,,,,,0
Web Browser 2.62 (USA),USA,51142,,,,,,,0
Web Mystery - Yochimu o Miru Neko (Japan) (Disc 1),Japan,T-39501M,,,,,,,0
Web Mystery - Yochimu o Miru Neko (Japan) (Disc 1),Japan,T-39501M-0,,,,,,,0
Web Mystery - Yochimu o Miru Neko (Japan) (Disc 2),Japan,T-39501M,,,,,,,0
Web Mystery - Yochimu o Miru Neko (Japan) (Disc 2),Japan,T-39501M-1,,,,,,,0
"Wetrix+ (Europe) (En,Fr,De)",Europe,T-40504D-50,,,,,,,0
Wetrix+ (USA),USA,T-8111N,,,,,,,0
What's Shenmue - Yukawa (Moto) Senmu o Sagase (Japan),Japan,610-7179,,,,,,,0
What's Shenmue - Yukawa (Moto) Senmu o Sagase (Japan),Japan,610-7375,,,,,,,0
Who Wants to Be a Millionaire (Europe),Europe,T-36811D-05,,,,,,,0
Who Wants to Beat Up a Millionaire (USA),USA,T-11011N,,,,,,,0
"Wild Metal (Europe) (En,Fr,De,Es,It,Pt)",Europe,T-40501D-50,,,,,,,0
"Wild Metal (USA) (En,Fr,De,Es,It,Pt)",USA,T-42101N,,,,,,,0
Wind - A Breath of Heart (Japan),Japan,T-47103M,,,,,,,0
"Wind and Water - Puzzle Battles (Europe) (En,Ja)",Europe,YW-015DC,,,,,,,0
"Wind and Water - Puzzle Battles (Europe) (En,Ja) (Rerelease)",Europe,YW-015DC,,,,,,,0
Winning Post 4 - Program 2000 (Japan),Japan,T-7606M,,,,,,,0
"Wolflame (USA, Japan)",USA,,,,,,,,0
World Neverland 2 Plus - The Waktic Republic of Pluto (Japan),Japan,T-5303M,,,,,,,0
World Neverland Plus - The Olerud Kingdom Stories (Japan),Japan,T-5301M,,,,,,,0
World Series Baseball 2K1 (Japan),Japan,HDR-0157,,,,,,,0
World Series Baseball 2K1 (USA),USA,51055,,,,,,,0
World Series Baseball 2K2 (Japan),Japan,HDR-0198,,,,,,,0
World Series Baseball 2K2 (USA),USA,51152,,,,,,,0
"Worms Armageddon (Europe) (En,Fr,De,Nl,Sv,No,Da)",Europe,830-0084-50,,,,,,,0
"Worms Armageddon (Europe) (En,Fr,De,Nl,Sv,No,Da)",Europe,T-40601D-50,,,,,,,0
"Worms Armageddon (USA) (En,Fr,De,Nl,Sv,No,Da)",USA,T-40601N,,,,,,,0
"Worms World Party (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)",Europe,T-7016D-50,,,,,,,0
"Worms World Party (USA) (En,Fr,De,Es,It,Nl,Sv,Da)",USA,T-22904N,,,,,,,0
"Xeno Crisis (USA, Japan) (En,Ja,Fr,De,Es,It,Nl,Pt)",USA,BB-0001,,,,,,,0
Xploder DC (USA),USA,,,,,,,,0
Xtreme Sports (USA),USA,T-15126N,,,,,,,0
Yoshia no Oka de Nekoronde... (Japan),Japan,T-18704M,,,,,,,0
Yu Suzuki Game Works Vol. 1 (Japan),Japan,610-8099,,,,,,,0
Yukawa Moto Senmu no Otakara Sagashi (Japan),Japan,HDR-0025,,,,,,,0
Yukigatari (Japan),Japan,T-37907M,,,,,,,0
Yume Baken '99 - Internet (Japan),Japan,T-40101M,,,,,,,0
Yume no Tsubasa - Fate of Heart (Japan),Japan,T-19705M,,,,,,,0
Yuukyuu Gensoukyoku 3 - Perpetual Blue (Japan),Japan,T-27801M,,,,,,,0
Zero Gunner 2 (Japan),Japan,T-20401M,,,,,,,0
"Zombie Revenge (Europe) (En,Fr,De,Es)",Europe,952-0033-50,,,,,,,0
"Zombie Revenge (Europe) (En,Fr,De,Es)",Europe,MK-51038-50,,,,,,,0
Zombie Revenge (Japan),Japan,HDR-0026,,,,,,,0
Zombie Revenge (Japan) (Rev A),Japan,HDR-0026,,,,,,,0
Zombie Revenge (Japan) (Taikenban),Japan,610-7353,,,,,,,0
Zombie Revenge (USA),USA,51038,,,,,,,0
"Zusar Vasar (Japan) (En,Ja)",Japan,T-43301M,,,,,,,0
Zusar Vasar (Japan) (Taikenban),Japan,610-7846,,,,,,,0
deSPIRIA (Japan),Japan,T-14402M,,,,,,,0
